(322,474,92.97573852904938)
(322,586,371.9029541161975)
(322,590,46.48786926452469)
(322,610,23.243934632262345)
(322,611,2.97573863371903)
(322,622,92.97573852904938)
(322,2054,46.48786926452469)
(322,2056,46.48786926452469)
(322,2060,18.595147705809875)
(322,2062,92.97573852904938)
(322,2064,27.892721558714815)
(322,2068,46.48786926452469)
(336,465,41.83908233807222)
(336,474,9.297573852904938)
(336,586,102.27331238195431)
(336,590,37.19029541161976)
(336,622,27.892721558714815)
(336,2054,18.59514770580988)
(336,2060,9.297573852904938)
(336,2062,9.297573852904938)
(336,2064,9.297573852904938)
(336,2068,27.892721558714815)
(336,2070,9.29757385290494)
(464,470,44.636079505785446)
(464,2070,9.29757385290494)
(465,326,9.297573852904938)
(465,336,92.97573852904938)
(465,470,9.297573852904938)
(465,586,13.946360779357407)
(465,590,13.946360779357407)
(465,610,18.59514770580988)
(465,2068,13.946360779357407)
(470,2066,4.615647177946336)
(472,470,2.2157102006189717)
(472,2066,11.17511365111666)
(474,322,51.136656190977156)
(474,336,9.297573852904938)
(474,586,55.78544311742963)
(474,590,120.86846008776419)
(474,606,11.157088623485926)
(474,2054,18.595147705809875)
(474,2060,9.297573852904938)
(474,2062,9.297573852904938)
(474,2064,9.29757385290494)
(474,2068,46.48786926452469)
(474,2070,88.32695160259692)
(494,605,34.02921020295756)
(494,2058,43.895363602289756)
(494,2062,11.347585206323583)
(586,322,371.9029541161975)
(586,326,37.19029541161975)
(586,336,51.136656190977156)
(586,465,37.19029541161975)
(586,474,41.83908233807222)
(586,494,72.88628399651184)
(586,622,65.08301697033457)
(586,2056,27.892721558714815)
(586,2058,18.595147705809875)
(586,2060,9.297573852904938)
(590,322,46.48786926452469)
(590,336,69.73180389678703)
(590,610,27.892721558714815)
(590,622,371.9029541161975)
(590,2056,278.9272155871481)
(590,2068,92.97573852904938)
(605,322,34.04852273256194)
(606,474,13.946360779357407)
(606,2064,37.765144868845894)
(610,322,23.243934632262345)
(610,465,9.29757385290494)
(610,494,1.7116733519422098)
(610,590,27.892721558714815)
(610,622,46.48786926452469)
(611,472,8.37167897353533)
(611,494,4.44429542097416)
(611,605,0.019312529604384565)
(611,2068,3.5312755613407907)
(622,322,46.48786926452469)
(622,336,27.892721558714815)
(622,590,511.3665619097716)
(622,610,46.48786926452469)
(622,2054,27.892721558714815)
(622,2056,13.946360779357407)
(622,2060,9.297573852904938)
(622,2062,9.297573852904938)
(622,2064,13.946360779357407)
(2054,322,65.08301697033457)
(2054,336,27.892721558714815)
(2054,474,27.892721558714815)
(2054,590,46.48786926452469)
(2054,606,27.892721558714815)
(2054,622,46.48786926452469)
(2058,322,13.946360779357407)
(2058,494,48.53771301887411)
(2058,622,9.297573852904938)
(2058,2056,9.297573852904938)
(2060,322,48.16091766192778)
(2060,326,12.637400422903276)
(2060,336,9.297573852904938)
(2060,464,13.946360779357407)
(2060,474,9.29757385290494)
(2060,494,0.3767954616159699)
(2060,590,27.892721558714815)
(2060,622,27.892721558714815)
(2062,326,9.30401136277305)
(2062,336,9.297573852904938)
(2062,465,18.59514770580988)
(2062,474,13.946360779357407)
(2062,590,55.78544311742963)
(2064,322,18.59514770580988)
(2064,336,9.297573852904938)
(2064,465,13.946360779357407)
(2064,474,13.946360779357407)
(2064,586,13.946360779357407)
(2064,590,46.48786926452469)
(2064,2056,9.297573852904938)
(2066,472,22.516093748502897)
(2066,586,9.29757385290494)
(2066,611,14.878693168595149)
(2066,2068,9.297573852904938)
(2070,336,9.297573852904938)
(2070,464,9.297573852904938)
(2070,474,148.761181646479)
(2070,590,13.946360779357407)
