(322,474,47.34065346150667)
(322,586,189.36261384602668)
(322,590,23.67032673075333)
(322,605,23.430771288472666)
(322,606,43.85712374989674)
(322,610,38.164836634623335)
(322,611,4.7340653461506665)
(322,622,47.34065346150666)
(322,2054,23.67032673075333)
(322,2056,23.67032673075333)
(322,2060,9.468130692301333)
(322,2062,71.25053563454067)
(322,2064,45.797803961548)
(322,2068,23.670326730753334)
(326,2062,33.13845742305465)
(336,465,21.303294057678)
(336,474,4.7340653461506665)
(336,586,52.074718807657334)
(336,590,18.936261384602666)
(336,610,87.16526514225583)
(336,622,14.202196038452)
(336,2054,9.468130692301333)
(336,2060,4.7340653461506665)
(336,2062,4.7340653461506665)
(336,2064,4.7340653461506665)
(336,2068,38.287466530736815)
(336,2070,4.7340653461506665)
(464,465,43.079994649971084)
(464,470,60.12262989611347)
(464,2070,4.7340653461506665)
(465,326,4.7340653461506665)
(465,336,47.34065346150667)
(465,464,12.7819764346068)
(465,470,4.7340653461506665)
(465,586,7.101098019226)
(465,590,7.101098019226)
(465,610,9.468130692301333)
(465,2068,7.101098019226)
(470,464,10.88835029614653)
(470,474,149.12305840374606)
(470,2066,30.531869307698667)
(472,326,9.468130692301315)
(472,470,4.7340653461506665)
(472,2068,7.101098019226015)
(474,322,26.037359403828667)
(474,336,4.7340653461506665)
(474,494,80.47911088456134)
(474,586,28.404392076904)
(474,590,61.54284949995866)
(474,606,5.6808784153808)
(474,611,4.558677026899865)
(474,2054,9.468130692301333)
(474,2060,4.7340653461506665)
(474,2062,4.7340653461506665)
(474,2064,4.7340653461506665)
(474,2068,23.67032673075333)
(474,2070,44.97362078843133)
(494,472,30.531869307698667)
(494,590,0.479110884561305)
(494,611,14.441751480732606)
(494,2056,37.393411884643996)
(494,2058,59.17581682688342)
(586,322,229.60216928830732)
(586,326,18.936261384602666)
(586,336,26.037359403828667)
(586,465,18.936261384602666)
(586,474,21.303294057678)
(586,494,66.27691484610936)
(586,606,14.202196038451987)
(586,622,33.13845742305467)
(586,2056,14.202196038452)
(586,2058,9.468130692301333)
(586,2060,4.7340653461506665)
(590,322,23.67032673075333)
(590,336,35.505490096129996)
(590,606,186.51647028839)
(590,610,14.202196038452)
(590,622,189.36261384602668)
(590,2056,204.04392076904006)
(590,2068,47.34065346150667)
(605,322,30.531869307698667)
(606,326,66.27691484610936)
(606,474,7.101098019226)
(606,590,47.3406534615067)
(606,610,78.11207821148597)
(606,622,82.36703267307536)
(606,2060,16.569228711527337)
(606,2064,93.85712374989666)
(606,2068,103.73449385378312)
(610,322,11.835163365376667)
(610,465,4.7340653461506665)
(610,494,47.34065346150659)
(610,590,14.202196038452)
(610,606,58.52131762307111)
(610,622,23.67032673075333)
(610,2054,14.20219603845203)
(611,605,7.101098019226002)
(611,2068,18.936261384602666)
(622,322,23.67032673075333)
(622,336,14.202196038452)
(622,494,37.87252276920539)
(622,590,260.3735940382867)
(622,610,23.67032673075333)
(622,611,16.569228711527355)
(622,2054,14.202196038452)
(622,2056,7.101098019226)
(622,2058,30.77142474997925)
(622,2060,4.7340653461506665)
(622,2062,4.7340653461506665)
(622,2064,7.101098019226)
(622,2068,7.101098019226065)
(622,2070,28.404392076904003)
(2054,322,33.13845742305467)
(2054,336,14.202196038452)
(2054,474,14.202196038452)
(2054,590,76.32967326924667)
(2054,606,14.202196038452)
(2054,622,23.670326730753338)
(2058,322,7.101098019226)
(2058,590,42.021960384519986)
(2058,622,4.7340653461506665)
(2058,2056,4.7340653461506665)
(2060,322,45.213176230711994)
(2060,336,4.7340653461506665)
(2060,464,7.101098019226)
(2060,474,4.7340653461506665)
(2060,590,44.494509903870025)
(2060,622,14.202196038452)
(2062,336,4.7340653461506665)
(2062,465,9.468130692301333)
(2062,474,7.101098019226)
(2062,586,89.94724157686267)
(2062,590,28.404392076904006)
(2064,322,9.468130692301333)
(2064,336,4.7340653461506665)
(2064,465,7.101098019226)
(2064,474,7.101098019226)
(2064,586,7.101098019226)
(2064,590,23.670326730753334)
(2064,606,52.07471880765735)
(2064,2056,4.7340653461506665)
(2066,586,4.7340653461506665)
(2066,2054,28.404392076904003)
(2066,2068,4.7340653461506665)
(2070,336,4.7340653461506665)
(2070,464,4.7340653461506665)
(2070,474,92.314274249938)
(2070,590,7.101098019226)
