(322,326,15.469810854430031)
(322,474,14.063464413118172)
(322,586,56.25385765247269)
(322,590,7.031732206559085)
(322,605,28.83010204689221)
(322,610,3.5158661032795426)
(322,611,1.4063464413118172)
(322,622,14.06346441311817)
(322,2054,7.031732206559085)
(322,2056,7.031732206559085)
(322,2060,2.8126928826236344)
(322,2062,14.063464413118172)
(322,2064,4.219039323935451)
(322,2068,7.031732206559086)
(326,605,8.357205070484152)
(326,2062,1.4872200186985687)
(336,465,6.328558985903178)
(336,470,1.406346441311818)
(336,472,5.972588364210284)
(336,474,1.406346441311817)
(336,586,15.469810854429989)
(336,590,5.625385765247269)
(336,622,4.219039323935451)
(336,2054,2.8126928826236344)
(336,2060,1.406346441311817)
(336,2062,1.406346441311817)
(336,2064,18.59365355868818)
(336,2068,12.701938771864672)
(336,2070,1.4063464413118172)
(464,465,12.797752615937537)
(464,470,17.860599804660072)
(464,2070,1.406346441311817)
(465,326,1.4063464413118172)
(465,336,14.063464413118172)
(465,464,3.797135391541902)
(465,470,1.4063464413118172)
(465,586,2.1095196619677257)
(465,590,2.1095196619677257)
(465,610,2.812692882623634)
(465,2068,2.1095196619677257)
(470,464,3.234596815017184)
(470,474,44.299912901322266)
(470,2062,6.247685408516426)
(470,2066,4.17421852387712)
(472,610,9.488454467489841)
(474,322,7.734905427214994)
(474,336,1.406346441311817)
(474,494,14.766637633774074)
(474,586,8.438078647870903)
(474,590,18.282503737053624)
(474,606,1.6876157295741805)
(474,611,7.031732206559086)
(474,2054,2.8126928826236344)
(474,2058,9.141251868526815)
(474,2060,1.406346441311817)
(474,2062,1.406346441311817)
(474,2064,1.4063464413118172)
(474,2068,7.031732206559085)
(474,2070,13.360291192462261)
(494,472,12.657117971806384)
(494,2056,19.688850178365414)
(494,2058,9.844425089182716)
(586,322,68.20780240362313)
(586,326,5.625385765247268)
(586,336,7.7349054272149935)
(586,465,5.625385765247269)
(586,474,6.328558985903177)
(586,494,9.844425089182726)
(586,606,11.953944751150436)
(586,622,9.84442508918272)
(586,2056,6.328558985903184)
(586,2058,2.812692882623634)
(586,2060,1.406346441311817)
(590,322,7.031732206559086)
(590,336,10.547598309838628)
(590,606,56.95703087312858)
(590,610,4.219039323935451)
(590,622,56.2538576524727)
(590,2056,42.19039323935451)
(590,2068,14.063464413118172)
(605,322,16.17298407508589)
(605,472,0.6222996432690877)
(605,586,20.392023399021387)
(606,474,2.1095196619677257)
(606,610,39.95517919994164)
(606,622,65.9365355868818)
(606,2064,20.080873577386797)
(606,2068,33.004320570769394)
(610,322,3.515866103279543)
(610,326,22.501543060989075)
(610,465,1.4063464413118172)
(610,494,17.579330516397697)
(610,590,4.219039323935451)
(610,606,22.612297171748047)
(610,622,7.031732206559085)
(610,2054,4.21903932393548)
(611,2062,2.1095196619677266)
(611,2068,5.625385765247269)
(622,322,7.031732206559085)
(622,336,4.219039323935451)
(622,494,25.31423594361271)
(622,590,77.34905427214994)
(622,610,7.031732206559085)
(622,2054,4.219039323935451)
(622,2056,2.1095196619677257)
(622,2060,1.4063464413118172)
(622,2062,1.4063464413118172)
(622,2064,2.1095196619677257)
(622,2068,0.7031732206559107)
(622,2070,9.844425089182732)
(2054,322,9.84442508918272)
(2054,336,4.219039323935451)
(2054,474,4.219039323935451)
(2054,590,39.377700356726194)
(2054,606,4.219039323935451)
(2054,622,7.031732206559086)
(2058,322,2.1095196619677257)
(2058,590,9.844425089182717)
(2058,606,0.7031732206559109)
(2058,622,1.406346441311817)
(2058,2056,1.406346441311817)
(2060,322,6.328558985903178)
(2060,336,1.406346441311817)
(2060,464,2.1095196619677257)
(2060,474,1.4063464413118172)
(2060,590,13.360291192462265)
(2060,606,39.171132401898994)
(2060,622,4.219039323935451)
(2062,336,1.406346441311817)
(2062,465,2.8126928826236344)
(2062,474,2.1095196619677257)
(2062,586,6.328558985903143)
(2062,590,8.438078647870903)
(2062,2056,7.734905427215018)
(2062,2058,7.734905427214997)
(2062,2060,4.9222125445913605)
(2064,322,2.8126928826236344)
(2064,336,1.406346441311817)
(2064,465,2.1095196619677257)
(2064,472,2.938387260068776)
(2064,474,2.1095196619677257)
(2064,586,2.1095196619677257)
(2064,590,7.031732206559086)
(2064,606,12.531423594361211)
(2064,2056,1.4063464413118172)
(2066,586,1.4063464413118172)
(2066,610,8.438078647870901)
(2066,2068,1.4063464413118172)
(2070,336,1.406346441311817)
(2070,464,1.406346441311817)
(2070,474,27.423755605580435)
(2070,590,2.1095196619677257)
