97 (322_330_484_486_602_605_608_609_612_614_620_474) 48.6829268292683
27 (322_330_484_486_485_488_490_586) 374.6341463414634
23 (322_330_484_486_485_488_492_594) 31.219512195121954
25 (322_330_484_486_485_488_492_594_592_596) 31.219512195121954
49 (322_330_484_486_602_605_608_609_612_614_616_606_604_600) 1.1707317073170724
76 (322_330_484_486_608_609_610_614_616_606_604_600) 11.317073170731708
87 (322_330_484_486_608_609_610_606) 109.21951219512195
30 (322_330_484_486_608_609) 34.390243902439025
53 (322_330_484_486_608_609_612_614_616_618) 62.4390243902439
119 (322_330_484_611_480_612_614_620) 13.75609756097561
39 (322_330_484_486_602_605_604_2062) 62.43902439024391
137 (322_330_484_486_602_605_608_609_612_614_616_2068) 31.219512195121954
71 (326_330_484_486_485_488_492_594) 97.36585365853654
77 (326_466_468_472_478_480_612_614_616_606_604_600) 14.341463414634152
132 (326_466_468_472_478_480_612_614_616_2068) 9.36594057385635
24 (336_466_468_464) 28.09756097560976
136 (336_466_468_472) 30.878048780487774
58 (336_466_468_472_470_476) 6.2439024390243905
44 (336_466_326_330_484_486_485_488_490_586) 68.6829268292683
50 (336_466_468_472_478_480_612_614_616_606_604_600_596_592) 109.12186430419241
35 (336_466_326_330_484_486_485_488_492_594) 24.975609756097562
26 (336_466_468_472_478_480_612_614_616_606_604_600) 13.75609756097561
37 (336_466_468_472_478_480_612_609_610_608_605_604) 6.2439024390243905
19 (336_466_468_472_478_480_612_609_610_606) 6.2439024390243905
8 (336_466_468_472_470_476_474_620_618_622) 18.73170731707317
61 (336_466_468_472_478_480_612_2066) 12.487804878048781
143 (336_466_468_472_478_480_612_614_616_2068) 18.73170731707317
6 (336_466_468_472_470_476_474_620_618_2070) 6.2439024390243905
46 (464_468_472_478_476_470) 21.073170731707314
126 (464_470_476_478_472_470) 29.85365853658539
112 (464_470_476_474_620_614_612_609_610_608_486_485_488_598) 27.726829268292775
111 (464_470_476_474_620_618) 6.2439024390243905
34 (465_464) 28.731707317073166
