52 (322_330_484_486_608_609_610_614_620_474) 17.77377134566526
28 (322_330_484_486_485_488_490_586) 106.64262807399155
24 (322_330_484_486_485_488_492_594) 8.88688567283263
26 (322_330_484_486_485_488_492_594_592_596) 8.88688567283263
72 (322_330_484_486_608_609_610_614_616_606_604_600) 3.554754269133052
65 (322_330_484_486_602_605) 24.89229435618452
82 (322_330_484_486_608_609_610_606) 5.332131403699577
29 (322_330_484_486_608_609) 4.443442836416315
89 (322_330_484_486_608_609_610_614_616_618) 17.77377134566526
40 (322_330_484_486_602_605_604_2062) 23.98557684439494
92 (322_330_484_486_608_609_610_614_616_2068) 8.88688567283263
2 (326_330_484_611) 1.7773771345665257
77 (326_330_484_486_485_488_598_2058) 14.219017076532209
25 (336_466_468_464) 7.998197105549367
134 (336_466_468_472) 6.2208199709828405
118 (336_466_468_472_478_476) 18.222622865433475
43 (336_466_326_330_484_486_485_488_490_586) 19.551148480231785
49 (336_466_468_472_478_480_612_614_616_606_604_600_596_592) 7.109508538266103
27 (336_466_468_472_478_480_612_614_616_606_604_600) 1.777377134566526
123 (336_466_468_472_478_480_612_614_616_606) 1.7773771345665257
20 (336_466_468_472_478_480_612_609) 6.858039361622531
21 (336_466_468_472_478_480_612_614_616_618) 5.332131403699578
113 (336_466_468_472_478_480_612_614_620_618) 1.7773771345665257
124 (336_466_468_472_478_480_612_614_616_606_604_2062) 1.777377134566526
143 (336_466_468_472_478_480_612_614_616_2068) 20.233440232137227
36 (465_464) 1.777377134566526
130 (470_464) 8.88688567283263
31 (464_468) 10.673277279652321
110 (464_470_476_474_620_618) 1.777377134566526
36 (465_464) 1.777377134566526
130 (470_464) 8.88688567283263
31 (464_468) 10.673277279652321
119 (465_464_468_466) 31.99278842219746
9 (465_464_470_476_478_480_612_609_610_608_486_484_482_490) 2.6660657018497886
34 (465_464_470_476_474_620_614_616_606_604_600_596) 2.666065701849789
91 (465_464_470_476_474_620_614_610) 3.554754269133052
101 (465_464_470_476_474_620_614_616) 2.6660657018497886
36 (465_464) 1.777377134566526
130 (470_464) 8.88688567283263
31 (464_468) 10.673277279652321
48 (470_476_478_480_612_609_610_608_486_484_482_490) 6.97845887123691
18 (470_476_478_480_612_609_610_608_486_485_488_492) 1.777377134566521
44 (472_478_476_474) 8.438034153064411
4 (472_478_480_612_609_610) 26.229834443236008
104 (474_476_478_472_468_466) 1.777377134566526
106 (474_476_478_480_612_614_616_606) 2.132852561479831
86 (474_620_614_612_609_610_608_486_484_482_330_322) 9.775574240115892
138 (474_620_614_612_609_610_608_486_485_488_492_494) 46.21180549872967
47 (474_620_614_612_609_610_608_486_484_482_490_586) 10.664262807399156
74 (474_620_614_616_606_604_600_596) 23.10590274936436
98 (474_620_614_616_606_604) 1.777377134566526
12 (474_620_614_616) 8.88688567283263
105 (474_620_614_616_606_604_600_2060) 1.777377134566526
115 (474_620_614_610_606_2064) 1.777377134566526
79 (474_620_618_2070) 24.883279883931362
131 (494_492_488_485_484_486_608_609_612_480_478_472) 13.330328509248947
111 (494_492_488_485_484_486_608_609) 25.771968451214647
8 (494_492_488_485_484_486_602_605_604_2062) 22.217214182081555
108 (586_588) 21.32852561479832
22 (586_588_482_330) 87.09147959375976
122 (586_588_482_330_326_466_468_464) 7.109508538266103
56 (586_588_482_330_326_466) 13.330328509248943
11 (586_588_494_492_488_598) 3.5547542691330514
88 (586_594_592_596) 5.332131403699577
128 (586_594_592_596_600_603_602_605_608_609_610_614_616_606_604_600) 1.7773771345665257
90 (586_594_592_596_600_604_606_616_614_620) 7.998197105549367
14 (586_594_592_596_600_604_606_616_618_622) 23.994591316648098
140 (588_482_330_322) 106.64262807399155
137 (588_482_330_326) 3.554754269133052
