(322,474,32.62347133294034)
(322,586,465.24693374153804)
(322,592,83.68826433352983)
(322,606,132.66398929303693)
(322,610,41.844132166764915)
(322,611,3.2623471332940337)
(322,622,32.62347133294034)
(322,2056,83.68826433352983)
(322,2058,122.01003210764128)
(322,2060,6.524694266588067)
(322,2062,167.37652866705966)
(322,2064,9.787041399882101)
(322,2066,5.027437677349294)
(322,2068,16.31173566647017)
(326,322,36.86702561776133)
(326,494,13.974232236604678)
(326,2058,44.350807671947564)
(336,326,2.541157296903881)
(336,465,14.680562099823153)
(336,470,17.032923829546053)
(336,474,16.737652866705965)
(336,586,35.88581846623437)
(336,590,47.98470123732575)
(336,592,13.049388533176135)
(336,610,57.36217077046339)
(336,622,50.2129586001179)
(336,2060,3.2623471332940337)
(336,2062,3.2623471332940337)
(336,2064,3.2623471332940337)
(336,2068,50.2129586001179)
(336,2070,3.2623471332940337)
(464,326,4.436890843280689)
(464,470,29.653124645582427)
(464,2070,3.2623471332940337)
(465,326,3.2623471332940337)
(465,336,55.459901265998575)
(465,464,33.58464794502238)
(465,470,3.2623471332940337)
(465,586,4.8935206999410505)
(465,592,4.8935206999410505)
(465,610,6.524694266588067)
(465,2068,4.8935206999410505)
(470,464,28.076824871874045)
(470,494,32.421083366551315)
(472,2068,72.62019546143078)
(474,322,17.942909233117184)
(474,336,3.2623471332940337)
(474,470,73.78441332893647)
(474,494,262.77500824572326)
(474,586,19.574082799764202)
(474,592,42.41051273282244)
(474,606,3.9148165599528406)
(474,2060,3.2623471332940337)
(474,2062,3.2623471332940337)
(474,2064,3.2623471332940337)
(474,2068,16.31173566647017)
(474,2070,30.99229776629332)
(494,465,137.44704075930068)
(494,472,34.9725623226507)
(494,611,87.9396376006704)
(494,2062,82.2831363430048)
(586,322,315.24693708816653)
(586,326,13.049388533176135)
(586,336,24.467603499705255)
(586,465,13.049388533176135)
(586,474,14.680562099823153)
(586,588,376.4051225801422)
(586,622,44.041686299469454)
(586,2056,9.787041399882101)
(586,2058,6.524694266588067)
(586,2060,3.2623471332940337)
(588,322,465.24693374153804)
(588,326,6.524694266588067)
(590,592,1090.51477422228)
(590,610,9.787041399882101)
(590,2068,157.88475906667475)
(592,322,16.31173566647017)
(592,336,32.62347133294034)
(592,494,115.67285361908455)
(592,590,131.24704117536848)
(592,606,37.294220571288875)
(592,622,465.24693374153804)
(592,2056,306.2437678696077)
(592,2068,32.62347133294034)
(605,606,33.47530573341193)
(606,474,4.8935206999410505)
(606,590,147.0800114929014)
(606,592,157.45355167345195)
(606,622,49.24155697537173)
(606,2060,18.53017952635056)
(606,2062,43.96591307413236)
(606,2064,36.184359722869864)
(610,322,8.155867833235085)
(610,336,107.7991800356713)
(610,465,3.2623471332940337)
(610,590,9.787041399882101)
(610,605,34.9725623226507)
(610,606,43.12919258553127)
(610,622,16.31173566647017)
(610,2058,63.34061517093008)
(611,470,13.049388533176135)
(611,2056,73.49493407788677)
(611,2062,1.395314989607499)
(622,322,16.31173566647017)
(622,336,13.049388533176135)
(622,494,130.26330551339453)
(622,586,24.949665023031628)
(622,592,426.47635592974325)
(622,610,16.31173566647017)
(622,2056,4.8935206999410505)
(622,2060,3.2623471332940337)
(622,2062,3.2623471332940337)
(622,2064,4.8935206999410505)
(622,2068,107.24915233301937)
(622,2070,188.09117074849632)
(2058,322,25.10647930005895)
(2058,326,10.077056918894513)
(2058,465,10.647405553930923)
(2058,622,3.2623471332940337)
(2058,2056,3.2623471332940337)
(2060,322,14.680562099823153)
(2060,336,3.2623471332940337)
(2060,464,4.8935206999410505)
(2060,474,3.2623471332940337)
(2060,590,32.294931537766274)
(2060,592,9.787041399882101)
(2060,606,23.612495598252565)
(2060,610,118.76076079492314)
(2060,622,6.524694266588067)
(2062,322,32.10740789516581)
(2062,336,13.049388533176135)
(2062,465,6.524694266588067)
(2062,474,4.8935206999410505)
(2062,586,39.42253623753584)
(2062,592,66.49527054677222)
(2064,322,16.31173566647017)
(2064,336,11.418214966529117)
(2064,465,4.8935206999410505)
(2064,474,4.8935206999410505)
(2064,586,4.8935206999410505)
(2064,592,16.31173566647017)
(2064,606,72.96706702300281)
(2064,2056,3.2623471332940337)
(2066,586,3.2623471332940337)
(2066,2064,25.563105586982264)
(2066,2068,3.2623471332940337)
(2070,322,3.2623471332940337)
(2070,336,3.2623471332940337)
(2070,464,3.2623471332940337)
(2070,474,106.54431736801183)
(2070,494,5.464436400677528)
(2070,590,4.8935206999410505)
