0 (0,8) 0.0
1 (0,9) 0.0
2 (1,10) 0.0
3 (1,11) 0.0
4 (3,12) 0.0
5 (8,16) 0.0
6 (9,18) 0.0
7 (10,20) 0.0
8 (11,22) 0.0
9 (12,24) 0.0
10 (16,5) 10.0
11 (16,10) 10.0
12 (16,11) 10.0
13 (18,7) 12.0
14 (18,12) 12.0
15 (20,6) 15.0
16 (22,7) 20.0
17 (22,12) 20.0
18 (24,6) 10.0
