586->588: 313.560740184961
476->470: 10.522172489428222
474->476: 66.07924323360923
470->476: 38.62030917124476
476->474: 77.78746156344872
464->465: 86.35582660790439
476->478: 69.44633843022625
492->494: 200.7473065581177
464->468: 82.07294541754014
600->603: 205.28470305497328
488->485: 207.75386464055956
326->330: 84.17737991542577
486->602: 195.71240830336492
596->600: 573.560740184961
600->604: 420.8868995771289
472->478: 249.93702183930898
608->486: 359.85829913844515
610->608: 408.8905690179088
610->606: 385.0800240327274
472->470: 5.791131004228712
596->592: 419.937021839309
594->592: 177.86407642176883
609->612: 355.64943014267385
609->610: 339.47571966802803
485->484: 239.336126649017
600->2060: 18.939910480970802
604->606: 452.4534170454135
604->600: 512.5321397462819
604->603: 58.92416594079804
485->488: 620.7924323360924
492->488: 184.60508516381745
470->464: 63.13303493656933
588->482: 515.5864519819829
596->2056: 33.67095196617031
616->606: 471.2852235877233
611->480: 16.835475983085153
603->602: 224.22461353594406
472->468: 135.08002403272738
486->484: 267.26318123147684
486->485: 652.3746943445498
602->605: 321.0286004386837
482->490: 115.74389738371043
611->484: 70.01574454017276
336->466: 252.53213974627732
618->2070: 58.92416594079805
330->484: 631.3303493656933
612->480: 198.79820961941596
465->464: 115.74389738371043
2058->602: 6.313303493656933
608->609: 542.6087546045974
604->2062: 58.37050437102431
620->618: 67.34190393234063
598->2058: 48.38624891119706
330->322: 296.72526420187586
484->611: 4.208868995771288
620->614: 270.317493467187
612->609: 338.81395415958866
464->470: 31.044344978856444
330->326: 56.8197314429124
478->480: 230.9971113583382
486->608: 286.20309171244764
590->592: 1132.1857598624767
466->336: 39.984255459827246
586->594: 92.59511790696835
2070->618: 96.80398690273964
488->492: 241.99422271667638
326->466: 48.40199345136982
488->598: 88.38624891119706
488->490: 298.8296986997615
612->614: 277.7853537209051
468->472: 193.6079738054793
2062->604: 124.16163537525301
622->618: 427.20020307078573
618->622: 309.35187118918975
618->620: 86.28181441331142
480->478: 128.7824650792432
492->594: 122.05720087736738
484->482: 267.26318123147684
2058->598: 39.984255459827246
602->486: 105.22172489428222
466->468: 223.07005677587833
484->486: 936.4733515591118
620->474: 176.7724978223941
480->612: 230.9971113583382
480->611: 2.7504554661522462
597->596: 48.401993451369826
474->620: 333.4505284037563
618->616: 431.40907206655703
594->492: 88.38624891119707
603->597: 39.984255459827246
606->2064: 10.537917029600978
2060->600: 84.17737991542576
466->326: 46.29755895348418
478->476: 63.13303493656934
478->472: 154.03567905387092
494->492: 184.60508516381745
614->612: 228.75097599889773
606->604: 491.48779476742544
614->610: 7.895565502114356
322->330: 547.1529694502676
592->594: 88.38624891119707
592->596: 660.934133197647
614->616: 385.1430021934232
490->586: 333.1466716341984
592->590: 1026.7593559459488
616->618: 397.73812010038677
616->614: 143.10154585622385
606->616: 427.2002030707858
482->330: 667.1057358297493
600->596: 504.1144017547394
614->620: 132.5793733667956
598->488: 31.566517468284665
468->466: 178.8769323202798
468->464: 67.73812010038674
599->597: 8.417737991542577
605->604: 113.65520742599756
606->610: 172.56362882662287
605->608: 207.37339301268617
598->599: 8.417737991542577
616->2068: 144.17737991542577
610->614: 63.16452401691484
2066->610: 33.67095196617031
2064->606: 149.41484934988077
588->494: 8.417737991542577
